Crop,Area,Rainfall,Temperature,Yield
Soybean,8.099848732469932,698.5239700110855,27.69910482093322,21.534435740353118
Maize,19.11306834700882,945.5666228331734,16.25103711252821,82.9157337030695
Cotton,31.982985699085393,1038.0911251619957,30.934285469001352,38.71406080924126
Cotton,43.059581435872275,380.6495402845621,25.16851135198614,56.51482963017119
Rice,26.092559856664767,955.4252926649386,28.24543366314553,118.27235760003332
Rice,42.04779518945907,1433.8415293905246,20.42654534369361,195.1294243012986
Rice,46.30998729564958,1311.2243597067932,23.21627487115903,225.24316618708488
Wheat,26.3151586722797,512.5649199466365,22.63224080667348,94.06708342254777
Maize,10.24664830872759,587.0337694273989,26.824052911642177,48.17950337707455
Soybean,39.21390174702357,563.9950556843019,26.528818235138804,98.00811434250045
Sugarcane,45.029155237826885,1357.1297163947265,31.465362366493405,3153.7078903667825
Cotton,11.98919616356743,405.06366595453574,30.36916460455894,18.51065588086509
Cotton,9.762312751845112,453.09047001049476,34.71584106148389,12.176854683210122
Sugarcane,25.93188976509924,1236.2859678483774,35.52464109225075,1583.3392348348082
Soybean,48.677517182869835,652.0810983612381,30.393367740954478,131.4655006893501
Soybean,32.61006473949767,870.0241164247715,28.689800018459977,81.07302870498245
Sugarcane,36.40015364781376,1596.494483048637,24.64553750969444,2043.193781570271
Wheat,47.70052050417371,621.225872619817,23.57000247046046,124.48459428684026
Maize,49.036247602086235,704.9485303199049,20.91271511547988,224.90397011256275
Maize,9.305144587618532,942.0218480727907,17.93239451519988,44.4095899674259
Rice,46.57082490573076,1477.9205656293182,19.261400135875,177.17087755911834
Rice,37.29766226995602,1416.6102486350553,19.864691205322014,175.6015326486795
Cotton,15.528997038742126,497.9013560844809,20.242830279546737,19.899169498033853
Wheat,31.766826332483166,388.8110204450765,20.976732362734865,106.20523286490736
Maize,17.561762685725256,752.6362786519983,18.13587392731214,79.94243990940258
Wheat,8.597039219659464,417.4476773619787,20.409370696931614,31.261935364667504
Rice,41.307427472323255,1133.0365505210532,20.534398631853882,207.2103708004464
Sugarcane,48.29733968914772,1742.0797266273278,30.642755000355407,2794.8300427665667
Sugarcane,21.15634134777725,1584.462752332813,26.17245317096331,1063.817946427985
Rice,4.844362685771031,1300.9974557960913,15.047002252113181,21.76769742962974
Cotton,3.8514861799137368,766.3417153951694,27.422632950381335,5.408739230652391
Wheat,33.34967145916883,575.4592530920818,18.976917472612058,133.043294383931
Soybean,36.77192651152911,581.423453507929,26.432829072612773,83.81522706323454
Wheat,16.259252160173418,390.14941852713963,18.682970775663634,61.14921429285642
Soybean,22.25873081266068,413.97172440787347,34.16205651965818,47.430535122247946
Rice,31.667135869997583,1432.632750430992,25.653702886430455,139.14014751931575
Cotton,34.51422470050891,629.6363462758299,30.838841838788124,56.535684709087924
Sugarcane,20.020326384119574,1376.973264445734,32.65700005480165,1423.7054478424386
Maize,41.21133431145381,889.3780289548135,27.68508709316729,169.51257946644526
Cotton,4.398703742883107,656.1983735470066,30.95658058463991,5.986054415274512
Wheat,33.130409133656364,303.7599329524901,27.77461338318301,88.03212494741615
Sugarcane,34.95162757590503,1605.8871023307606,25.876743361744637,1986.0842429350694
Sugarcane,21.47935555406336,1598.919978376343,30.253719794276332,1494.37601327005
Maize,49.53475195803299,442.4656776136436,12.627655625702442,185.27187765345957
Soybean,28.531467915044907,477.76723745118045,29.822391176628557,60.8139637288523
Soybean,45.22509242729877,961.0957614308659,29.952969947120728,105.64508422939276
Soybean,15.584123550956233,675.0949504812631,27.96020944866298,37.454224580260714
Rice,31.960023396320164,841.590979972957,35.123604990005035,121.45124519944044
Wheat,28.131449564944237,549.862908324391,18.287055658846768,98.98681582439468
Maize,6.736283804952687,882.5862908551248,30.3764662483411,28.870182079354528
Sugarcane,43.47656656023123,1736.6964640282006,28.70791132091282,2413.1113955858787
Maize,35.60586913066832,1030.8708676817848,15.216072577907187,153.4133884358387
Wheat,30.002548202242934,309.121974285401,26.632519437183866,69.46755221062008
Maize,13.18748356708411,655.1332409305801,20.24231600689775,51.321389947871864
Cotton,1.5563285936035345,590.3609028928374,24.58828699439923,2.5705986638096996
Cotton,12.637817093331027,490.1483636917859,31.854315507320198,13.425934735008635
Wheat,43.561357281283556,502.518480156359,21.120462409052084,152.1688605778854
Sugarcane,4.696292807398694,1405.624495176426,26.13495108072267,257.07221076214904
Wheat,31.75034592411911,536.6684011476704,24.361603183603393,129.79881251691987
Rice,10.217936826464305,775.2208551380386,20.958508573224243,40.44897372783034
Rice,14.03095832324771,1045.7589076836573,18.37194862248706,55.85510814725796
Wheat,16.16685319803006,614.2695020653576,19.75260223608401,60.642444534267824
Cotton,7.526071135963735,253.93693791516444,36.42342482302811,10.119109465319553
Cotton,2.2919817503653483,835.8880241442574,33.185792324723124,3.014161330121572
Wheat,19.460209526959098,787.2366936155531,16.921070776161443,63.86267100862757
Wheat,23.965964829953545,181.1144682411266,26.162571058681255,68.33436840166996
Soybean,34.89400546127669,745.0470705611207,34.194299931869764,82.62678753923996
Cotton,47.29352076423897,509.98690570415124,32.037778158027145,72.24852905776089
Soybean,11.04722109681972,512.7509943444088,21.757396503060434,26.89810700075714
Rice,18.549973183609186,1266.4628023959183,23.710489177282284,75.90343171126699
Rice,24.334324142661696,1378.5650728597711,22.41043872097183,99.43850502547319
Cotton,31.39516801631977,407.0153078839791,40.69628895605446,44.538123391130526
Soybean,31.24592189276731,748.0702312154955,26.27035437130243,83.847527355511
Maize,45.303776030193674,840.0268838346846,32.26226370872745,155.07861960254294
Sugarcane,15.600013125555574,1545.5204641860983,39.52953618463497,855.4748005112273
Wheat,25.11369836089737,443.72297868978274,27.098364887718724,66.03698957661737
Rice,31.419478536682472,1079.5487594235647,19.259725469221294,107.75296651854524
Wheat,23.54583879019503,147.17462013998357,24.57302757797042,85.1871330865416
Sugarcane,9.912124135558097,1441.8615383937913,33.73684015805901,699.8283344112972
Rice,30.49483438150705,1323.22133080395,23.40319996233171,126.80915227469441
Rice,14.650926612565973,992.9515355161252,24.464848200227213,60.85920449504294
Soybean,17.174876152197616,574.9523632892887,20.010610537055758,39.01714730882209
Wheat,34.70145113770807,508.33305342507657,13.869734979009486,115.97060262852345
Soybean,12.569710122752811,738.4180761265299,26.17817729925228,36.227550610402176
Rice,37.62607596855407,1262.2500309087072,27.882784815278832,216.66495545358
Cotton,43.49353407266144,366.046313234982,33.59787455717289,49.263847884495824
Wheat,37.13285509859713,241.792785820377,21.299607345678645,101.28326450283694
Cotton,30.086030224148384,811.0661993092829,29.033447315005386,46.1581662679514
Cotton,24.49952298595826,711.1280479267068,35.81406783104055,41.67779024229564
Sugarcane,7.251434836982624,1324.8763493230485,36.95451748092638,349.6707142694162
Rice,30.770205892385068,872.4011928573223,24.94386278310181,141.49955123888302
Cotton,5.987341158399783,508.3780194337247,27.02874305882983,8.219357524151869
Sugarcane,42.69005837397116,1681.5743894484856,30.86983164584785,2513.292935634085
Soybean,33.76351777629712,719.8664610858452,28.25705599323749,89.04610195887821
Rice,14.718975589353924,1314.1197337186318,21.686881205270765,58.794450531529066
Wheat,37.07611200122592,869.3960662895206,10.975589496677404,111.91990671974436
Soybean,15.142897108772534,753.5485331406522,20.304291357050587,46.44761176559477
Wheat,19.09229359398491,913.4088003502759,11.944971950223893,42.91869524633392
Rice,49.508051387107315,1084.6216260953702,30.0314640460722,230.29471413082902
Wheat,6.718107142942385,977.9756544436648,14.35146572671191,18.5162673658183
Maize,18.09454506060677,817.8787838291299,22.84864642195187,93.98800617586646
Cotton,7.848846454688186,481.09678945515014,35.90067047537601,11.568206279663103
Soybean,41.43150115794706,563.8511450858892,23.131230998459177,106.96776696658286
Wheat,43.982826499842304,740.242784432789,21.217282553499437,138.38751168258796
Soybean,45.08370481931648,1141.6901051732361,29.539621834848372,125.04850383958942
Wheat,45.079154090453855,665.8811162366978,12.102396213437032,105.19534934715983
Maize,27.599616220057037,647.0417226089098,12.663240868154453,136.28934931195627
Sugarcane,39.9072342742445,1626.556373221257,35.45181455846823,2830.9076918402234
Maize,39.641263350002006,630.0311261070417,19.70319550229878,206.31442808119763
Soybean,11.022685065303701,689.6482030589399,21.719580870455665,31.68165432642363
Rice,17.762005687079466,1111.072488350872,31.43487481924797,71.80580524910367
Sugarcane,38.82221704931401,1505.4529409637757,27.236771133264973,2254.1070127358857
Sugarcane,27.59349772403221,1251.0690593377167,26.131054004482134,1290.9445822158375
Rice,47.41688364097895,1255.993725263964,32.480221557445915,175.59630433624727
Soybean,5.9389355477784385,512.6971965006527,30.33924518331591,12.654552389932087
Sugarcane,39.714147219080246,1379.470438938937,31.023051047624563,2657.661055376778
Wheat,21.782402893816915,520.0190885159396,20.919416759525788,74.54433534658412
Soybean,12.559395695158978,619.5097782746325,29.905366338082263,28.746771082715366
Wheat,17.27517422009201,354.1051795392339,14.726815555669539,45.93675812393904
Cotton,17.424664840649147,397.57912494796653,35.07741401255424,19.608617350133834
Wheat,43.31238889003489,661.4834722165601,19.6726132312127,158.94293514234997
Maize,2.609486841928479,761.8177017223314,21.807541399901293,13.370684447764644
Wheat,25.42002086423451,468.5572213271098,24.022195550554326,94.44488878794486
Soybean,11.784763489973756,715.6817845012154,16.77547379851953,22.93113732817837
Wheat,48.092445556003305,278.69481825166594,18.655556547225846,201.92607737024846
Cotton,20.468587657422297,869.940925462139,28.29609217007244,28.24459901703017
Soybean,11.051842383618352,478.5791090799957,38.84963419845167,27.861234093140403
Sugarcane,24.573309470991713,1818.3434646376313,16.703243214753137,1309.7667814635488
Sugarcane,9.914478394268285,1344.436662481825,22.962441526410892,494.7252163367175
Sugarcane,42.14965411337196,1448.6365944148536,38.761352217118116,2631.6442122873577
Wheat,11.876635934714523,274.18964575655417,23.608360320216175,36.01064956455276
Wheat,28.27935765438494,672.3930170120312,22.44687280613959,99.31354494115018
Soybean,30.556672706672,519.8934229625713,17.533669126451052,71.21532507353866
Wheat,11.186426502155339,166.04416558632,16.420120965368973,42.04502944144204
Rice,45.620576173474895,1427.8315145723354,17.506702992465225,179.67546034950985
Sugarcane,41.70207082169724,1737.0420583021778,35.442701388112724,2204.1427715725627
Wheat,22.370199927630516,480.6573776259215,21.05508733601309,72.9002407825892
Rice,28.723054378361464,1196.0220541018418,26.995680571760353,131.45977175553384
Wheat,24.754139990366962,517.5398965723473,28.507146217630858,72.08321533491765
Wheat,7.828447629568382,242.31052404853506,28.10384011733637,24.043268996564134
Cotton,1.9011431508258698,710.3727310619001,19.85203507011836,3.2052195571559663
Rice,36.28992649998249,1020.2400183515072,28.58795789896525,141.31617705370098
Maize,30.273242006345107,1002.874013003626,30.32737222231288,108.2041263714482
Rice,21.67976691798368,1274.3187660973053,18.602115166321493,90.80630108846292
Wheat,5.057134728331197,616.2044019731972,12.82817516420577,13.321695030000207
Sugarcane,36.23324935402803,1614.793391840335,26.00780476291473,1718.2714859906573
Rice,20.43581927955066,1175.2212042518881,16.22606579712383,73.9871717933884
Sugarcane,3.519864860728267,2012.016907653759,30.726133885646735,200.9319059055951
Rice,31.543294994344546,1129.826938605292,14.40321315980679,114.23530691150114
Cotton,34.731717424959065,288.4095364646664,19.09721658394759,43.99321519448915
Maize,4.8105018598688964,681.1070903723556,26.92861358411782,23.14052470756848
Sugarcane,27.553146421539548,1576.0395702011926,39.729356424138416,1638.5198654456424
Cotton,38.192756431403645,873.5970614884828,32.18848719200244,60.72460601019471
Wheat,47.25890764464405,663.6969469277079,25.14321315151533,153.6976101679735
Soybean,6.9056063605367575,823.141749832908,21.903678032225987,16.07794157054395
Cotton,24.236496616215724,605.6636752260922,23.18096244951391,35.177213692457215
Rice,26.599294227487277,1459.4812229725248,31.739278906645183,121.45490713589956
Cotton,4.770706879831248,391.50302515457224,17.94040998398114,7.30768988661683
Sugarcane,29.04896021223982,1777.7182242888366,30.877105376500566,1914.885752766025
Wheat,44.41290966357317,230.10728571489534,24.180305255797617,149.65776542659648
Maize,43.63484482114556,809.403442624749,25.56699795102723,237.52942181210054
Cotton,2.8422418871067827,1119.5409286468766,24.582841049349383,3.5128595062655834
Sugarcane,49.22008999076546,1790.6768954235401,27.77248739299614,3318.60157821171
Soybean,1.163971740105982,327.7302192646353,23.385699864233658,2.609434751104156
Rice,15.519097902343514,958.5208336707251,15.331608494462198,55.552521071930315
Rice,40.10147678502578,1312.6157747945142,28.41311618228573,146.1802931456712
Soybean,30.439123875667704,710.8637772908473,25.514502162983383,84.35674356264744
Soybean,30.779102949064097,386.0079324685314,24.342066878684207,73.08397617348803
Rice,19.82043996307123,1301.637955498426,27.34281746685761,75.62321504680446
Wheat,46.459861876565434,784.100849597971,22.857403482884923,139.4427283251708
Soybean,49.82045301452949,889.0819799954265,25.564455783188052,137.93607318718057
Wheat,30.054056807243455,331.9779842833324,23.417928726005414,99.79152999003293
Wheat,20.16731853793861,147.6272515920523,19.09504630530138,64.48515866393875
Wheat,27.992011159847827,464.6105545011901,19.062106678648743,88.53864973869788
Soybean,13.727935404255984,1058.9115727035576,25.834365135631014,30.739993604955497
Wheat,4.0143342857225175,508.654338948858,21.118939758194493,15.316470748874167
Maize,41.40936733033231,573.6367715734608,28.619374018936064,154.7859049009184
Soybean,26.541755296840332,624.3414232925941,28.3127427632377,68.08486014979515
Maize,43.49741584703032,901.4548062214595,26.102410905986822,229.81663349835716
Maize,37.88311533832442,766.5763839366291,27.846477952228362,181.3357933193004
Maize,12.202632914721253,868.6218165903517,29.83653933319476,51.3713418967131
Cotton,31.22941900041137,604.9284196857168,24.924909943301017,46.19811436052205
Rice,32.06627945188096,1242.726084885702,32.475668727587056,139.00138563451216
Rice,22.179798410733103,1129.7718612358321,22.993101213338868,108.67526508073168
Soybean,37.93124286847544,798.3586110799225,23.222266335932893,96.1200021550508
Wheat,29.52635254863739,739.0093257849685,16.981098804689655,79.54152871243551
Maize,42.76831830073374,652.0251447073225,32.10200981841056,153.78589623856124
Cotton,2.0840540249208654,573.7923186002008,34.91452217232399,2.3217984845211603
Maize,13.372928734730728,790.3940938571646,25.391497055960205,73.40624202807729
Maize,11.81771102664926,848.7601427542397,22.538399348633025,55.10613893908996
Soybean,7.435421194059525,586.6661174979789,16.766137827642993,19.130005601108937
Rice,11.442130497229082,1214.841242760031,20.35333902948863,48.33068467306526
Sugarcane,28.57476403082575,1168.7172589049687,42.57773103937112,1461.0349973033974
Cotton,39.053245786795344,713.9534560464408,25.591133685075803,59.08204023226231
Sugarcane,1.8752327314376493,1687.4447243069699,26.75013394068265,106.85173654514253
Soybean,6.7481012591573295,774.9955876679418,19.293626644908567,14.541464940252414
Sugarcane,28.3622209565767,1407.1217846772522,27.130552588324335,1432.9155431139698
Rice,40.08039593122222,1110.7633133570441,30.77292140929685,136.61073263237932
Cotton,4.549897501933385,115.22413467420864,25.738468403754617,5.082189621539282
Cotton,38.095904112949945,787.9696207059376,31.802073280721487,58.636191862770126
Wheat,12.860205777263847,495.4793821110361,32.010131409177276,41.92674051665704
Rice,16.996604103955605,1024.7362664051636,33.90812545212684,70.20499485253951
Cotton,5.042918187580643,815.0248550434578,25.644459138486503,7.644172705304776
Rice,3.017991268684312,1270.3782135812871,20.106166760693732,13.149935685380703
Cotton,35.61731059785816,470.61264445888526,28.29815184960087,55.89040505100583
Rice,31.639928350483444,1303.6133887690182,26.967426927108747,157.5324061781936
Maize,44.84601614696585,839.5199209384799,28.586970328171628,256.2287332126929
Wheat,9.035974568485365,837.129660283833,16.55406090955216,26.947968559865885
Sugarcane,13.108058466497177,1394.140352490756,24.84211876564921,802.5478033311612
Maize,8.921954663193329,901.1982219919068,27.646622187697503,32.84511254763917
Maize,32.865958630999906,595.4414869603189,25.06758986365208,151.315752956072
Soybean,48.07824702286187,926.2505580795475,17.657079630612053,105.2946581443874
Cotton,17.950814634801183,1000.347420506027,20.19096569302264,23.34388793808733
Rice,30.288454697537354,1319.9567711929458,33.90414606483321,140.67663604549116
Maize,30.02516610107475,1076.0182708294903,29.38270174862948,125.47906873789957
Sugarcane,45.542593512616406,1389.938969230916,31.979017667187044,2492.9290925075434
Soybean,26.118145055084454,671.5922946451226,22.48151253983697,57.42659911129735
Cotton,22.81995749513061,153.11471153715945,27.302472622567144,32.315002809192684
Rice,5.6678138897766885,1414.6104318006253,18.374617645319766,26.36758529453852
Cotton,16.934313147010048,506.4597597376217,26.523688836461552,25.617770052680168
Cotton,12.614364998308472,540.0981723655584,30.165723846159544,14.809506015968633
Cotton,17.51315564513303,548.1499114839548,24.71113619722156,28.666455921453114
Sugarcane,29.80633418440896,1197.480899832237,23.517491162595853,1382.3155472211965
Sugarcane,24.25691291174088,1576.3870904463106,36.028457300407155,1452.0993059170653
Sugarcane,43.34659270603428,1961.5583389992137,37.92001802781848,2299.7977162707166
Rice,2.9278334927569727,1173.8168054460502,22.744974849350363,11.545240048658517
Cotton,5.3392236269388285,421.0873535172432,28.954688753866577,7.009743672740162
Rice,48.290816125366234,1383.2655349404963,33.079792516693715,207.47292990487009
Maize,24.953482432589087,880.6780046708155,17.64433117981242,106.85972879363952
Rice,10.22910510451447,1055.8419162127122,28.22134079754651,46.519146706903186
Soybean,43.538970464497766,516.5680389607928,28.73607969028502,103.36803624973635
Wheat,41.712982375743564,574.679238382711,30.017036335910525,136.59265545905987
Maize,46.61648607984191,1037.406061112076,27.52762966478992,229.34054505844296
Cotton,33.68160433255446,229.8119284209464,22.284975436347583,50.10947516096918
Rice,49.971272562762664,1149.52399130711,30.02571286639009,222.54285688315596
Wheat,6.346371956521737,744.6380210853317,27.17590774595026,21.07362505206967
Sugarcane,33.71207589261565,1640.2345484621796,32.98700034924929,1903.3460691599116
Maize,19.407940342204597,995.9185901681732,28.878534066558096,75.64222085036039
Cotton,16.904705665113244,271.25185688238844,21.60988708281812,20.56580753557611
Wheat,30.227788274285658,69.75407642586606,27.76280907744821,107.18876326438846
Soybean,4.586600264653738,901.9634178685268,34.21007580068185,9.622442194669537
Maize,27.575819584007178,473.86532651694716,33.26217902672154,120.49899879582165
Sugarcane,30.787349546878787,1615.093733498886,33.39986537758378,1744.5209756685085
Maize,19.62365093792306,780.6228340769851,23.96042264850435,82.30205303589045
Maize,5.96962059401161,780.33207464105,13.535215929023073,24.52707616606021
Sugarcane,27.41890255708747,1683.6633212004626,24.482053413921143,1306.1039325929125
Rice,20.595355133403654,1212.6330918614347,19.70680325301459,91.70904886150308
Wheat,28.798298761816273,779.4829406120743,21.974128722038508,92.41278974684765
Wheat,19.301974468880992,513.694273705734,14.991158607176727,81.18837954694226
Rice,11.390197155503106,919.4789456400613,27.065282668930912,58.178438561975206
Cotton,45.388664134600255,901.9324916792082,29.583710294022186,58.050167396302065
Maize,42.70753878178577,1005.7676590825623,16.708501975204364,209.94041577495668
Maize,31.569106909152076,552.4358111825768,33.11347814567537,145.29036365760754
Rice,24.171706316025926,937.6319743671663,21.325447927611002,104.7659915158571
Cotton,32.456603521720034,1042.1046003182703,32.81939558397455,40.707516822022505
Cotton,3.8642760913191414,513.034847617951,21.150985102104613,5.028367421333433
Cotton,34.116221009281425,205.17251033282264,18.658998000224276,49.72788182305977
Sugarcane,36.492602039308316,1175.390821306851,27.40073304225623,2227.5788328230046
Soybean,13.979876914599938,1043.1403668788776,31.653516543072506,25.81965892654724
Soybean,18.39481898576493,706.8166936518452,19.734376058994737,40.18494245181193
Rice,33.810528190564135,1079.6225577597534,25.980837727893643,159.03219369713017
Maize,27.11493154101543,565.4793486277367,14.216920146015983,105.28495231277306
Soybean,3.5646049135389073,434.07133955213845,18.502062718985336,8.048039526698583
Sugarcane,3.9469747874384753,1611.6653825043445,30.567000316363025,235.9602992492345
Cotton,32.11304223396063,704.5555900931784,24.620068635128014,38.672020070499855
Sugarcane,18.031004687710123,1718.2620241188538,20.89047633673823,1066.3170352736724
Soybean,12.497462010917223,636.7183100610396,20.538436176637106,33.43875609436535
Cotton,5.5535280745901066,762.6593153166154,28.708584568199523,7.490572744843324
Wheat,30.815834220329773,504.97046764892883,13.809186125972165,93.71496263529157
Wheat,5.294494591428089,517.437280841286,14.127550587534309,18.690039058851948
Maize,41.439019303411946,780.7453383595807,22.966653334763667,212.44448975135694
Sugarcane,42.71982292950969,1516.365871709513,37.01036073608922,2415.2529486341064
Maize,34.04088651404337,852.0531116735453,30.871062520690103,149.21971726466006
Soybean,4.965044869511357,462.417438271587,23.74949433154888,11.338256479453298
Rice,11.95710729031925,1309.3383211542625,25.43657487004282,53.79185774795353
Cotton,43.2387096313585,594.9946082509712,31.547309087149277,68.4644631292036
Soybean,45.01481973734259,886.3552194817412,23.418719920314366,98.30875758665672
Cotton,2.2647834405248624,701.5515340623,29.757739794129446,3.3153654142530695
Sugarcane,16.278990521177718,1558.6538628267006,15.558643974036377,906.5548207035268
Cotton,1.866702671049604,268.71342696576994,24.03359053083163,2.917929865851448
Maize,28.65761344326524,679.6832637171448,19.186998591731538,160.96072076616352
Wheat,22.08652169793714,358.17472301961743,19.503536449791717,81.33156875935981
Sugarcane,31.284532040072115,1625.2152851015635,23.62815626810311,1644.123529822621
Cotton,31.570895978290284,89.21577301960906,24.491640449879622,46.56272625506133
Cotton,44.44360654678287,555.0469196214633,21.165606507922895,55.11092238813581
Soybean,9.667470112048866,783.6413225509073,16.9900978120999,21.958757484853503
Rice,7.556383077694947,1123.1935644239718,31.847204882120522,37.87151097545713
Cotton,11.544891728844638,596.9380301654008,31.970085367705668,17.820597936443875
Maize,14.026705696061361,1243.6842848229455,21.949420442655445,61.39405446550244
Soybean,8.352384570005228,933.6435443633729,23.708917403497125,18.014174654230075
Maize,19.418525972142696,344.7252982815995,17.625898099619405,90.472377516621
Wheat,6.005326953219367,593.0090922030364,21.035469311164757,20.76029937185286
Rice,22.442553078714205,1102.4177183708593,28.389629356696346,119.21862764292442
Rice,19.93109658256746,898.1156173186475,21.97142538498331,82.78754487760075
Wheat,4.2659499874738085,512.5370793773747,14.043549303560969,14.136396773723261
Cotton,3.3437101993111678,818.6137173226422,36.610643028424846,4.812920160829344
Maize,1.593315286509485,605.6771922978696,15.264368552351517,8.241566930324533
Maize,10.074582825505928,1037.1408309325993,18.71552860514302,50.997230803448836
Rice,2.0263030905147277,1048.6409822861078,29.980238429029082,7.343599972907856
Rice,1.5109572704727503,1027.7232595286512,32.506668259777435,5.694719806912307
Wheat,32.55130842351541,507.7183880454066,17.083210138863258,127.01442504302184
Sugarcane,8.675283411716606,1334.1925083293584,38.996357875095,494.04377220847846
Maize,27.954505082449646,726.2041109780156,16.427620865643274,135.80600067614913
Sugarcane,10.676054003136928,1561.48133956182,29.16808335320838,686.6382201645521
Maize,33.90129180983752,727.9612810780104,25.730937036572016,167.35557885829292
Cotton,37.997054508567636,842.7462875451683,19.703776908054248,50.514002247133305
Soybean,39.04592487848651,800.5800809828272,20.80599085998722,95.49705568538715
Soybean,27.43825480427975,591.9693223251497,26.151558287471712,69.6112989841111
Cotton,36.57301558927948,717.2728037510186,25.356916591251217,59.54472816052484
Cotton,21.25740601546781,760.6891624731164,28.106357883680307,33.72515479204036
Maize,15.579874114622209,924.7097713803274,31.05687514332491,72.83133614727338
Cotton,8.843510112774077,549.9063922016179,32.50114329457618,12.70199141047058
Wheat,37.34389101413357,622.0488751209492,18.223440569410332,128.39362686822406
Rice,10.997746096816043,1533.9809008702812,24.012852306789803,49.674861890459624
Maize,10.21321199615539,678.0434191361236,27.983157433228257,46.82560434205841
Rice,42.15823503382695,1365.3988778234636,25.073440973645987,202.1210284297703
Sugarcane,17.019649200565876,1335.9312350938608,27.729052208442422,911.0998269931032
Sugarcane,39.239589031216454,1408.3726025572532,19.529396861681114,2091.4287392418355
Soybean,21.218470201582562,952.5168206854364,18.371718427149524,45.09249904500274
Soybean,36.44683351500203,656.0519393194246,38.79099642834126,78.69301877457113
Sugarcane,28.472344626392374,1691.2880696695245,38.1546459063147,1486.9469029973902
Sugarcane,16.78329220723009,1301.53143202503,34.13925047981209,1004.744070581132
Cotton,37.55033523187005,861.3114923528695,28.40781517492183,48.61362059575589
Wheat,22.26694894251989,483.4638628314602,18.484535278026538,75.54667668423234
Maize,40.26697887515643,976.4431564933616,25.865499707694358,172.1209214444345
Soybean,32.172690870703406,630.0775626444392,23.300327702305747,80.0625992504793
Soybean,49.56519515924388,875.143172480196,30.250469946584044,121.17454950720676
Maize,2.283638718071175,828.1772493822408,22.24337419163413,9.333475957030466
Cotton,39.34651505271556,339.81964869717484,25.08293822065935,46.96675156649239
Cotton,23.45115745015674,377.717397573113,13.968914452507283,30.166388569294963
Sugarcane,3.4422593613641363,1300.1374484699725,28.628858214727344,200.7857012327165
Cotton,4.378942801464638,579.9691847040094,32.064785561828245,6.22199586102016
Sugarcane,14.51027280168206,1361.4676884339794,34.43165098030795,831.0619340631683
Rice,42.39468237801505,1056.4353227896556,26.22638918889215,177.38150515713886
Sugarcane,2.647066408980849,1273.7947217016115,30.50822143844755,127.89273668892261
Rice,36.8899878600664,987.3781926701072,19.866796326321346,158.5388068789441
Cotton,3.5606360850151644,494.189464530741,20.187270715567287,5.372925984450345
Rice,10.368344371774661,946.0620025853785,18.728552884153753,38.32078595335321
Cotton,30.81783636212686,536.9470311516908,23.957900877383064,42.433540703704914
Rice,5.353172009290655,1293.999652152634,22.29082506165679,27.990881911668176
Cotton,12.143065297207567,143.17042850353198,33.06033932351929,16.60528910862406
Rice,5.004541941592135,985.5721976028786,32.146621313564275,14.251451549120809
Cotton,7.907021748566694,730.0380761461508,22.378537028970847,13.063652363035317
Sugarcane,4.051382188212395,1779.4452845117526,28.69543866941435,237.82615411560093
Rice,48.9250290807029,1491.4717116542042,24.93198582777339,233.24283837586546
